2017,https://pycon.jp/2017/ja/proposals/vote/4/,How to write functions in Python (ja),"Pythonの関数は簡単に書けます。さらに、ポイントや落とし穴を押さえるとより良い関数を書くことができます。この発表では、より良い関数の書き方を解説し、より良いPythonプログラマを目指します。 Pythonで関数を記述する上で押さえるべきポイント、落とし穴を解説し、よりPythonらしい関数を書けるようになること。 # Not Pythonesque, Be PythonicPythonの関数について、『Effective Python』や『Effective Debugging』の翻訳本の査読で得た知識と実際の業務で得たコツを紹介する。* 初めて関数を書くとき（定義、テスト）    * 命名規則    * テスト* 急に要件が増えたとき（リファクタリング、拡張）    * 引数    * 返り値の返し方* 状態のある関数    * クロージャー    * `__call__`を実装したクラス",False
2017,https://pycon.jp/2017/ja/proposals/vote/3/,帰ってきた「PyQtで始めるGUIプログラミング」PyQt5対応改訂版 (ja),6年を経過してなお、SlideShare上でBookmarkが付く、PyCon JP 2011にて紹介したPyQtについての入門セッションが、PyQt5対応で帰ってきます。当時はPyQt4を対象にチュートリアル形式で発表しましたが、今回はPyQt5対応、GUIプログラミングはもちろんのこと、ネットワーク、マルチメディア系なども含むPyQtならではの便利な機能も積極的に紹介します。 Pythonは広範囲に利用できる強力なプログラミング言語です。これまでシステム管理系、Webアプケーション開発、そして現在ではデータ分析やAIプログラミングに利用されるように、その時代に合わせて利用シーンとユーザベースを拡大してきました。バイトコードインタプリタであるPythonがこのような適応性を持っているのは、強力なサードパーティー製拡張モジュールによるものであることに疑いの余地はないでしょう。このセッションでは、普段あまり言及されることのない強力な拡張モジュールであるPyQtを利用したプログラミングの概要を紹介し、これを用いたツール開発を開始できるようになることを目的とします。 PyQtは非常に強力かつ大規模なモジュールの集合として提供されています。QtはGUI分野で著名ですが、それ以外にもネットワーク、各種データコレクション・コンテナ、マルチメディア関連、Webインタフェースなど、多くの便利な機能が備わっています。これらの機能はQtCoreと呼ばれる仕組みにしたがって、統一的なAPIが定義されており、利用方法の基本部分を一旦理解してしまえば、あとは各コンポーネントの固有部分だけを参照しながら利用の幅を広げていける、優れた設計になっています。このセッションでは、QtのPythonバインディングであるPyQtを取り上げ、その機能とプログラミングモデルを紹介・解説し、Qt が持つ強力な機能を活用したツール類の開発をスタートできるように導入部分を提供します。,False
2017,https://pycon.jp/2017/ja/proposals/vote/1/,How to write python NoSQL database driver (ja),Python データーベースドライバーの作り方(NoSQL編） Python でのバイナリーデータの取り扱いに慣れる PyConJP 2016 において  「Python データーベースドライバーの作り方」というタイトルでRDBMS のドライバーを書いた経験を発表しました。[https://gist.github.com/nakagami/bfbe98d62377f3f4554121ab161ae8c9](https://gist.github.com/nakagami/bfbe98d62377f3f4554121ab161ae8c9)その後、RDBMS でないデーターベースのドライバーをいくつか Python で書いたので今回はそれらについて紹介をしながら、そこでやり取りされるデータ（ネットワークプロトコル）の話をします。- Redis [https://github.com/nakagami/toyredis](https://github.com/nakagami/toyredis)- MongoDB [https://github.com/nakagami/nmongo](https://github.com/nakagami/nmongo)- Neo4j [https://github.com/nakagami/minibolt](https://github.com/nakagami/minibolt)- Cassandra [https://github.com/nakagami/minicql](https://github.com/nakagami/minicql)紹介するドライバーの github リポジトリにスターを付けてくれると私が喜びます。,False
2017,https://pycon.jp/2017/ja/proposals/vote/6/,PuLPとPandasを活用した組合せ最適化 (ja),最適化のライブラリとデータ分析のライブラリを組合せることにより、わかりやすいモデルを作成できます。実際に進行中のプロジェクトを例にして、具体的な手法を見ていきます。 ・組合せ最適化が社会でどのように役立っているか ・わかりやすい組合せ最適化のモデルの作り方 社会の課題を数学で解決する数理最適化を紹介する。  2つの課題に対し、数理モデルを説明し、Pythonモデルを解説する。  課題1) 輸送最適化問題  ・倉庫から工場へ製品を輸送する費用の最小化を行う  課題2) 小学校の時間割作成  ・様々な条件を満たす、小学校の時間割を作成する  Pandasを用いることで、最適化のモデルが理解しやすくなることを具体例を用いて説明する。,False
2017,https://pycon.jp/2017/ja/proposals/vote/116/,Python におけるドメイン駆動設計(戦術面)の勘どころ (ja),ウェブ開発やロボット開発でドメイン駆動設計を適用してきた体験を元に、Python でドメイン駆動設計を実践する際によくある課題や失敗、役に立つ設計やライブラリ、考え方についてお話します。 Python 開発にドメイン駆動設計を適用する場合に、すぐに役立つ実践パターンが学べます。 ウェブ開発やロボット開発でドメイン駆動設計を適用してきた体験を元に、Python でドメイン駆動設計を実践する際によくある課題や失敗、役に立つ設計やライブラリ、考え方についてお話します。,False
2017,https://pycon.jp/2017/ja/proposals/vote/5/,ベンリに使おう変数アノテーション - typing.pyとの楽しいお付き合い (ja),変数アノテーションを実行時に読む方法から、実用的な活かし方までを解説。 (English slides + Japanese speech) 変数アノテーションを実行時に読む方法から、実際のプログラムで使う方法、またPythonにおけるinstanceやtype、classの関係性を知る Python 3.6から、変数定義に型を付ける変数アノテーションが使えるようになった。「アノテーション」というと、mypyやPyCharmのような静的型チェッカーが読んでくれたり、開発者間の意思疎通に使えたりと便利だが、実行時には無視される言わば飾りのようなものというイメージを持ちがちである。しかしこれはただの飾りではない。我々の書くコードにおいても便利な道具として活用できる、今あらためて注目したい言語仕様…それが変数アノテーションである。本発表では、はじめに - 変数のアノテーションを読む方法からスタートし、 - 標準ライブラリ `typing.py` で定義された型の取扱い方 - Generic型・Built-in型・Union（直和）型・その他の判別方法といった重要なポイントを解説した後、Go言語ライクな洗練されたJSON読み書き処理を実現するラッパーの実装までを解説する。なお、本発表で紹介するJSON読み込みラッパーを実装したもの（書き込みは未実装）は[すでに公開されている](https://github.com/puhitaku/typedmarshal)ため、興味のある方はそちらも参照されたい。-> [puhitaku/typedmarshal - https://github.com/puhitaku/typedmarshal](https://github.com/puhitaku/typedmarshal),False
2017,https://pycon.jp/2017/ja/proposals/vote/92/,はじめてのPython学習でつまずいてしまうところ (ja),PyQ（ https://pyq.jp ）というオンラインPython学習サービスの問題開発とサポートに従事しています。リリースまでの間、プログラム未経験の方々に問題を解いてもらい、沢山のフィードバックをいただきました。その時に詰まってしまった箇所と、どのように説明したらわかっていただけたかを紹介します。 Pythonの初級部分でよく出た質問をまとめました。プログラム未経験の方に教える時に、どのような解説をするとわかっていただけたかをみなさんと共有したいです。 1年前どのような方針で初学者の方にPythonを教えるべきか考え、問題を作成しました。 完全にPython初学者のモニターさんにわからない箇所はすぐに質問してくださいとお願いし、3ヶ月に及ぶプログラミング学習を行っていただきました。 どのような方針で問題を作ったか、もらった質問、それに対する回答を紹介します。その後の問題修正についてなどお話します。,False
2017,https://pycon.jp/2017/ja/proposals/vote/117/,How (and Why) We Speak in Unicode (en),"A brief history of ascii, encoding, and unicode and how unicode and character encoding is done both wrong and right with examples in python 2.7 and 3.x. 1. To educate about the history and cultural significance of ascii, unicode, and encodings such as UTF-8, UTF-16, and Latin-1.2. To educate how to understand and use encoding in modern python. Since the Tower of Babel, humanity has spoken in different languages and fumbled to translate from one to another. When it came time to write and display those languages in software, those fumbles continued with inconsistent encodings and standards.Then came Unicode. A standard that answers the needs to multiple encodings while solving the issues of translating between them. Today we can ""shrug"", ""肩をすくめる"", "" ¯\\\_(ツ)_/¯"", and ""🤷🏽‍♀️"" all in the same sentence thanks to Unicode.This talk is about the history of encoding and unicode, and how we reason the differences between the two with examples in python.",False
2017,https://pycon.jp/2017/ja/proposals/vote/115/,Pythonで無駄な仕事を減らしたい、そして同僚の無駄な仕事も減らしたかった (ja),職場の面倒な作業の解消になぜPythonを使うのか、どうやって作ったスクリプトを同僚に使ってもらったのか。理解あるプログラマもいねぇ、予算もねぇ、そんな状況でどのようにして職場全体への展開を行っていたか。PythonとOSSのGitHubクローンのGitBucketを使って行った施策について失敗・成功含めてご紹介します。 インフラエンジニアを中心とした、いわゆる日本的企業の中での業務改善活動の一例を紹介させていただきます。これからPythonを学ばれようとしている方には、業務改善の一例を紹介し学習のきっかけとしていただければと思います。また、すでに触られている方にはさらなる社内展開に向けてのイメージを持っていただければと思います。 Pythonを使った業務改善と、それをどのようにして社内で展開していったかを紹介します。WEB系企業等、技術に理解がある会社ではなくいわゆるSIerに近い会社では**作ってみた**だけではなかなか同僚に利用してもらえません。そのような会社に於いて同僚にも利用してもらうため、OSSのGitホスティングサービスであるGitBucketでソースを公開し、また導入のハードルを減らすために自作にアップデートコマンドを同梱することで展開を進めていきました。基本的にはコストがかからない形での仕組みづくりになっているためとりあえず試してもらえればと思います。,False
2017,https://pycon.jp/2017/ja/proposals/vote/27/,実例による Python メタプログラミング入門 (ja),"実例として、Python にブロックの終端を示す  ""end"" キーワードを導入するという、非実用的ながら楽しい問題を取り上げ、これを実際にメタプログラミングで解決する方法を示し、その際に理解が必要になる Python の言語機能について解説します。 Python におけるメタプログラミングの手法を学びます。 実例として、Python にブロックの終端を示す  ""end"" キーワードを導入するという、非実用的ながら楽しい問題を取り上げ、これを実際にメタプログラミングで解決する方法を示し、その際に理解が必要になる Python の言語機能について解説します。扱う予定のトピックは以下の通りです。* モジュールの import の仕組み* CPython のスタックフレームへのアクセス方法* CPython のバイトコードへのアクセス方法* Python ソースコードの AST へのアクセス方法",False
